YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 01 09 04 136  9.9 11.6  2.24 12.50  6.10 269 1016.8  13.4  12.8 999.0 99.0 99.00
2004 01 09 05 160 11.1 13.2  2.22 12.50  6.13 272 1017.3  13.4  12.8 999.0 99.0 99.00
2004 01 09 06 145 10.6 12.1  2.27 12.50  5.96 257 1017.1  13.6  12.8 999.0 99.0 99.00
2004 01 09 07 142 10.2 11.9  2.18 11.11  5.96 273 1017.4  13.3  12.6 999.0 99.0 99.00
2004 01 09 08 146 10.2 12.2  2.07 11.11  5.79 255 1017.4  13.4  12.7 999.0 99.0 99.00
2004 01 09 09 149 12.0 14.8  2.23  7.14  5.72 215 1017.3  13.3  12.8 999.0 99.0 99.00
2004 01 09 10 148 12.2 14.4  2.26 11.11  5.58 252 1017.3  13.3  12.8 999.0 99.0 99.00
2004 01 09 11 146 12.2 15.0  2.19  6.25  5.43 181 1017.1  13.3  12.8 999.0 99.0 99.00
2004 01 09 12 143 12.5 14.2  2.29  6.67  5.50 204 1017.1  13.3  12.8 999.0 99.0 99.00
2004 01 09 13 143 13.4 16.3  2.61  5.88  5.73 169 1016.6  13.3  12.8 999.0 99.0 99.00
2004 01 09 14 137 13.6 17.2  2.59  5.88  5.76 166 1016.9  13.3  12.8 999.0 99.0 99.00
2004 01 09 15 145 13.0 15.9  2.57  6.67  5.83 190 1017.9  13.4  12.8 999.0 99.0 99.00
2004 01 09 16 142 13.6 17.5  2.58  7.69  5.80 215 1018.0  13.4  12.8 999.0 99.0 99.00
2004 01 09 17 142 13.3 17.2  2.82  9.09  5.90 227 1018.8  13.4  12.8 999.0 99.0 99.00
2004 01 09 18 142 12.5 15.0  2.97  8.33  6.06 213 1019.5  13.4  12.8 999.0 99.0 99.00
2004 01 09 19 144 12.2 14.4  2.86  8.33  6.10 214 1019.8  13.6  12.8 999.0 99.0 99.00
2004 01 09 20 147 12.0 14.1  2.98  9.09  6.28 222 1019.2  13.6  12.8 999.0 99.0 99.00
2004 01 09 21 156 10.9 13.9  3.23  9.09  6.80 226 1019.3  13.6  12.8 999.0 99.0 99.00
2004 01 09 22 160 10.6 13.1  3.19  9.09  6.72 223 1019.6  12.9  12.8 999.0 99.0 99.00
2004 01 09 23 154  9.7 11.5  3.23 10.00  6.97 234 1020.1  12.6  12.8 999.0 99.0 99.00
2004 01 10 00 144  9.3 11.4  3.00 10.00  6.87 230 1020.5  12.6  12.8 999.0 99.0 99.00
2004 01 10 01 140  7.6  9.3  3.24 10.00  7.09 228 1021.1  12.6  12.8 999.0 99.0 99.00
2004 01 10 02 141  7.6  9.0  2.98 10.00  7.08 233 1021.2  12.6  12.8 999.0 99.0 99.00
2004 01 10 03 145  7.4  8.4  2.83 11.11  7.05 236 1021.0  12.8  12.8 999.0 99.0 99.00
2004 01 10 04 145  5.3  6.2  2.79 10.00  7.56 225 1021.0  12.9  12.8 999.0 99.0 99.00
2004 01 10 05 161  3.8  4.6  2.82 11.11  7.76 232 1021.3  12.9  12.8 999.0 99.0 99.00
2004 01 10 06 150  4.1  4.7  2.58 10.00  7.56 214 1021.8  12.9  12.8 999.0 99.0 99.00
2004 01 10 07 148  3.1  3.6  2.67 11.11  8.11 227 1022.0  12.9  12.8 999.0 99.0 99.00
2004 01 10 08 211  2.4  3.4  2.86 11.11  8.27 225 1022.1  12.8  12.8 999.0 99.0 99.00
