YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 08 16 06 00 280  4.6 99.0 99.00 99.00 99.00 999 1014.6  12.4  16.3 999.0 99.0 99.00
2006 08 16 07 00 290  4.6 99.0 99.00 99.00 99.00 999 1014.5  12.4  16.2 999.0 99.0 99.00
2006 08 16 08 00 300  4.6 99.0 99.00 99.00 99.00 999 1014.4  11.9  16.1 999.0 99.0 99.00
2006 08 16 09 00 300  3.1 99.0 99.00 99.00 99.00 999 1014.2  12.0  16.1 999.0 99.0 99.00
2006 08 16 10 00 310  4.1 99.0 99.00 99.00 99.00 999 1014.0  12.0  16.1 999.0 99.0 99.00
2006 08 16 11 00 300  3.6 99.0 99.00 99.00 99.00 999 1014.0  12.2  16.1 999.0 99.0 99.00
2006 08 16 12 00 330  4.1 99.0 99.00 99.00 99.00 999 1014.1  12.3  16.0 999.0 99.0 99.00
2006 08 16 13 00 320  3.1 99.0 99.00 99.00 99.00 999 1014.5  12.3  16.0 999.0 99.0 99.00
2006 08 16 14 00 310  4.1 99.0 99.00 99.00 99.00 999 1015.0  12.5  16.0 999.0 99.0 99.00
2006 08 16 15 00 300  3.1 99.0 99.00 99.00 99.00 999 1015.6  12.7  16.0 999.0 99.0 99.00
2006 08 16 16 00 290  3.1 99.0 99.00 99.00 99.00 999 1016.1  12.8  16.0 999.0 99.0 99.00
2006 08 16 17 00 310  5.1 99.0 99.00 99.00 99.00 999 1016.4  12.9  16.0 999.0 99.0 99.00
2006 08 16 18 00 290  3.6 99.0 99.00 99.00 99.00 999 1017.2  13.1  15.9 999.0 99.0 99.00
2006 08 16 19 00 270  3.1 99.0 99.00 99.00 99.00 999 1017.2  13.3  16.0 999.0 99.0 99.00
2006 08 16 20 00 280  5.1 99.0 99.00 99.00 99.00 999 1017.0  13.4  16.2 999.0 99.0 99.00
2006 08 16 21 00 260  5.7 99.0 99.00 99.00 99.00 999 1016.7  13.6  16.1 999.0 99.0 99.00
2006 08 16 22 00 270  6.7 99.0 99.00 99.00 99.00 999 1016.4  13.6  16.3 999.0 99.0 99.00
2006 08 16 23 00 260  6.7 99.0 99.00 99.00 99.00 999 1015.9  13.6  16.4 999.0 99.0 99.00
2006 08 17 00 00 280  7.2 99.0 99.00 99.00 99.00 999 1015.4  13.6  16.7 999.0 99.0 99.00
2006 08 17 01 00 290  6.2 99.0 99.00 99.00 99.00 999 1015.1  13.5  16.4 999.0 99.0 99.00
2006 08 17 02 00 280  6.2 99.0 99.00 99.00 99.00 999 1014.8  13.5  16.3 999.0 99.0 99.00
2006 08 17 03 00 280  6.7 99.0 99.00 99.00 99.00 999 1014.9  13.3  16.4 999.0 99.0 99.00
2006 08 17 04 00 290  7.7 99.0 99.00 99.00 99.00 999 1015.0  13.3  16.3 999.0 99.0 99.00
2006 08 17 05 00 310  8.2 99.0 99.00 99.00 99.00 999 1015.2  13.1  16.0 999.0 99.0 99.00
2006 08 17 06 00 310  7.2 99.0 99.00 99.00 99.00 999 1015.4  12.8  15.9 999.0 99.0 99.00
2006 08 17 07 00 300  5.1 99.0 99.00 99.00 99.00 999 1015.5  12.9  15.8 999.0 99.0 99.00
2006 08 17 08 00 290  4.1 99.0 99.00 99.00 99.00 999 1015.5  12.6  15.9 999.0 99.0 99.00
2006 08 17 09 00 330  4.1 99.0 99.00 99.00 99.00 999 1015.4  12.6  15.9 999.0 99.0 99.00
2006 08 17 10 00 290  1.5 99.0 99.00 99.00 99.00 999 1015.6  12.5  15.9 999.0 99.0 99.00
2006 08 17 11 00 310  2.6 99.0 99.00 99.00 99.00 999 1015.6  12.1  16.0 999.0 99.0 99.00
2006 08 17 12 00 270  1.5 99.0 99.00 99.00 99.00 999 1015.5  12.1  16.0 999.0 99.0 99.00
2006 08 17 13 00 220  0.5 99.0 99.00 99.00 99.00 999 1015.5  12.0  16.0 999.0 99.0 99.00
2006 08 17 14 00   0  0.0 99.0 99.00 99.00 99.00 999 1015.8  12.0  16.0 999.0 99.0 99.00
2006 08 17 15 00   0  0.0 99.0 99.00 99.00 99.00 999 1016.2  12.1  16.0 999.0 99.0 99.00
2006 08 17 16 00 110  2.1 99.0 99.00 99.00 99.00 999 1016.6  12.4  16.0 999.0 99.0 99.00
2006 08 17 17 00 200  3.1 99.0 99.00 99.00 99.00 999 1016.7  12.3  16.0 999.0 99.0 99.00
2006 08 17 18 00 170  2.6 99.0 99.00 99.00 99.00 999 1017.2  12.5  16.0 999.0 99.0 99.00
2006 08 17 19 00 210  1.5 99.0 99.00 99.00 99.00 999 1017.4  12.6  16.0 999.0 99.0 99.00
2006 08 17 20 00 210  4.1 99.0 99.00 99.00 99.00 999 1017.2  13.2  16.0 999.0 99.0 99.00
2006 08 17 21 00 210  3.6 99.0 99.00 99.00 99.00 999 1017.0  13.4  15.8 999.0 99.0 99.00
2006 08 17 22 00 210  4.1 99.0 99.00 99.00 99.00 999 1016.5  13.5  15.3 999.0 99.0 99.00
2006 08 17 23 00 220  4.6 99.0 99.00 99.00 99.00 999 1016.3  13.5  14.8 999.0 99.0 99.00
2006 08 18 00 00 230  4.6 99.0 99.00 99.00 99.00 999 1015.7  13.6  15.3 999.0 99.0 99.00
2006 08 18 01 00 240  4.1 99.0 99.00 99.00 99.00 999 1015.6  13.4  15.3 999.0 99.0 99.00
2006 08 18 02 00 230  3.1 99.0 99.00 99.00 99.00 999 1015.5  13.1  14.8 999.0 99.0 99.00
2006 08 18 03 00 220  3.1 99.0 99.00 99.00 99.00 999 1015.6  12.7  14.8 999.0 99.0 99.00
2006 08 18 04 00 220  0.5 99.0 99.00 99.00 99.00 999 1015.9  12.4  15.0 999.0 99.0 99.00
2006 08 18 05 00 270  0.5 99.0 99.00 99.00 99.00 999 1016.5  12.2  15.1 999.0 99.0 99.00
2006 08 18 06 00   0  0.0 99.0 99.00 99.00 99.00 999 1016.4  12.1  15.2 999.0 99.0 99.00
2006 08 18 07 00 250  1.0 99.0 99.00 99.00 99.00 999 1016.3  11.9  15.3 999.0 99.0 99.00
2006 08 18 08 00 300  1.0 99.0 99.00 99.00 99.00 999 1015.9  11.7  15.6 999.0 99.0 99.00
2006 08 18 09 00   0  0.0 99.0 99.00 99.00 99.00 999 1015.7  11.5  15.7 999.0 99.0 99.00
2006 08 18 10 00   0  0.0 99.0 99.00 99.00 99.00 999 1015.6  11.4  15.7 999.0 99.0 99.00
2006 08 18 11 00   0  0.0 99.0 99.00 99.00 99.00 999 1015.4  11.4  15.7 999.0 99.0 99.00
2006 08 18 12 00   0  0.0 99.0 99.00 99.00 99.00 999 1015.5  11.5  15.5 999.0 99.0 99.00
2006 08 18 13 00 230  1.0 99.0 99.00 99.00 99.00 999 1015.6  11.4  15.4 999.0 99.0 99.00
2006 08 18 14 00   0  0.0 99.0 99.00 99.00 99.00 999 1016.0  11.3  15.4 999.0 99.0 99.00
2006 08 18 15 00 260  1.5 99.0 99.00 99.00 99.00 999 1016.3  11.3  15.3 999.0 99.0 99.00
2006 08 18 16 00 340  1.5 99.0 99.00 99.00 99.00 999 1016.9  11.2  15.3 999.0 99.0 99.00
2006 08 18 17 00 290  1.5 99.0 99.00 99.00 99.00 999 1017.1  11.4  15.2 999.0 99.0 99.00
2006 08 18 18 00 270  2.1 99.0 99.00 99.00 99.00 999 1017.4  11.7  15.2 999.0 99.0 99.00
2006 08 18 19 00 260  2.1 99.0 99.00 99.00 99.00 999 1017.4  11.8  15.2 999.0 99.0 99.00
2006 08 18 20 00 240  3.1 99.0 99.00 99.00 99.00 999 1017.1  12.1  15.2 999.0 99.0 99.00
2006 08 18 21 00 250  4.1 99.0 99.00 99.00 99.00 999 1016.8  12.4  14.9 999.0 99.0 99.00
2006 08 18 22 00 250  4.1 99.0 99.00 99.00 99.00 999 1016.5  12.7  14.9 999.0 99.0 99.00
2006 08 18 23 00 220  3.6 99.0 99.00 99.00 99.00 999 1016.0  13.1  15.6 999.0 99.0 99.00
2006 08 19 00 00 240  3.6 99.0 99.00 99.00 99.00 999 1015.5  13.2  15.5 999.0 99.0 99.00
2006 08 19 01 00 250  4.1 99.0 99.00 99.00 99.00 999 1015.3  13.2  15.4 999.0 99.0 99.00
